Parameters;fold1;fold2;fold3;fold4;fold5
[32]_0.001_0.3_20_['tanh'];{'0': {'precision': 0.30434782608695654, 'recall': 0.17834394904458598, 'f1-score': 0.2248995983935743, 'support': 628}, '1': {'precision': 0.7681940700808625, 'recall': 0.8697863682604272, 'f1-score': 0.8158396946564885, 'support': 1966}, 'accuracy': 0.7023901310717039, 'macro avg': {'precision': 0.5362709480839095, 'recall': 0.5240651586525066, 'f1-score': 0.5203696465250314, 'support': 2594}, 'weighted avg': {'precision': 0.6558982176413202, 'recall': 0.7023901310717039, 'f1-score': 0.672774783147965, 'support': 2594}};{'0': {'precision': 0.3313253012048193, 'recall': 0.17488076311605724, 'f1-score': 0.22892819979188345, 'support': 629}, '1': {'precision': 0.7721685689201053, 'recall': 0.8879353861686017, 'f1-score': 0.8260154965954448, 'support': 1981}, 'accuracy': 0.7160919540229885, 'macro avg': {'precision': 0.5517469350624623, 'recall': 0.5314080746423294, 'f1-score': 0.5274718481936641, 'support': 2610}, 'weighted avg': {'precision': 0.6659270304553869, 'recall': 0.7160919540229885, 'f1-score': 0.6821197457565789, 'support': 2610}};{'0': {'precision': 0.34099616858237547, 'recall': 0.2838915470494418, 'f1-score': 0.30983463881636203, 'support': 627}, '1': {'precision': 0.7844455112818051, 'recall': 0.8260869565217391, 'f1-score': 0.804727899532135, 'support': 1978}, 'accuracy': 0.6955854126679463, 'macro avg': {'precision': 0.5627208399320902, 'recall': 0.5549892517855904, 'f1-score': 0.5572812691742485, 'support': 2605}, 'weighted avg': {'precision': 0.6777112549007908, 'recall': 0.6955854126679463, 'f1-score': 0.6856115561659969, 'support': 2605}};{'0': {'precision': 0.30851063829787234, 'recall': 0.13964686998394862, 'f1-score': 0.19226519337016573, 'support': 623}, '1': {'precision': 0.7688658904700302, 'recall': 0.9014155712841254, 'f1-score': 0.8298813125436352, 'support': 1978}, 'accuracy': 0.7189542483660131, 'macro avg': {'precision': 0.5386882643839512, 'recall': 0.520531220634037, 'f1-score': 0.5110732529569004, 'support': 2601}, 'weighted avg': {'precision': 0.658600099580659, 'recall': 0.7189542483660131, 'f1-score': 0.6771574208692517, 'support': 2601}};{'0': {'precision': 0.3232758620689655, 'recall': 0.11961722488038277, 'f1-score': 0.17462165308498254, 'support': 627}, '1': {'precision': 0.7670886075949367, 'recall': 0.920506329113924, 'f1-score': 0.8368239355581127, 'support': 1975}, 'accuracy': 0.7275172943889316, 'macro avg': {'precision': 0.545182234831951, 'recall': 0.5200617769971534, 'f1-score': 0.5057227943215477, 'support': 2602}, 'weighted avg': {'precision': 0.6601437223356039, 'recall': 0.7275172943889316, 'f1-score': 0.6772540542703908, 'support': 2602}}
[32]_0.001_0.3_20_['sigmoid'];{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 628}, '1': {'precision': 0.7579028527370856, 'recall': 1.0, 'f1-score': 0.862280701754386, 'support': 1966}, 'accuracy': 0.7579028527370856, 'macro avg': {'precision': 0.3789514263685428, 'recall': 0.5, 'f1-score': 0.431140350877193, 'support': 2594}, 'weighted avg': {'precision': 0.5744167341870124, 'recall': 0.7579028527370856, 'f1-score': 0.6535250037197853, 'support': 2594}};{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 629}, '1': {'precision': 0.7590038314176245, 'recall': 1.0, 'f1-score': 0.8629928120235243, 'support': 1981}, 'accuracy': 0.7590038314176245, 'macro avg': {'precision': 0.37950191570881225, 'recall': 0.5, 'f1-score': 0.43149640601176215, 'support': 2610}, 'weighted avg': {'precision': 0.5760868161066338, 'recall': 0.7590038314176245, 'f1-score': 0.6550148508117247, 'support': 2610}};{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 627}, '1': {'precision': 0.7593090211132437, 'recall': 1.0, 'f1-score': 0.863190050185468, 'support': 1978}, 'accuracy': 0.7593090211132437, 'macro avg': {'precision': 0.37965451055662186, 'recall': 0.5, 'f1-score': 0.431595025092734, 'support': 2605}, 'weighted avg': {'precision': 0.5765501895439524, 'recall': 0.7593090211132437, 'f1-score': 0.6554279920410194, 'support': 2605}};{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 623}, '1': {'precision': 0.760476739715494, 'recall': 1.0, 'f1-score': 0.8639440925966368, 'support': 1978}, 'accuracy': 0.760476739715494, 'macro avg': {'precision': 0.380238369857747, 'recall': 0.5, 'f1-score': 0.4319720462983184, 'support': 2601}, 'weighted avg': {'precision': 0.5783248716483073, 'recall': 0.760476739715494, 'f1-score': 0.6570093868343513, 'support': 2601}};{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 627}, '1': {'precision': 0.759031514219831, 'recall': 1.0, 'f1-score': 0.8630107057024252, 'support': 1975}, 'accuracy': 0.759031514219831, 'macro avg': {'precision': 0.3795157571099155, 'recall': 0.5, 'f1-score': 0.4315053528512126, 'support': 2602}, 'weighted avg': {'precision': 0.5761288395788494, 'recall': 0.759031514219831, 'f1-score': 0.6550523227372366, 'support': 2602}}
[32]_0.001_0.3_50_['tanh'];{'0': {'precision': 0.2534754402224282, 'recall': 0.8710191082802548, 'f1-score': 0.39267767408470927, 'support': 628}, '1': {'precision': 0.8142201834862385, 'recall': 0.18056968463886064, 'f1-score': 0.2955870108243131, 'support': 1966}, 'accuracy': 0.34772552043176563, 'macro avg': {'precision': 0.5338478118543333, 'recall': 0.5257943964595577, 'f1-score': 0.3441323424545112, 'support': 2594}, 'weighted avg': {'precision': 0.6784654807993947, 'recall': 0.34772552043176563, 'f1-score': 0.31909238342551927, 'support': 2594}};{'0': {'precision': 0.30716723549488056, 'recall': 0.2861685214626391, 'f1-score': 0.2962962962962963, 'support': 629}, '1': {'precision': 0.7781620553359684, 'recall': 0.7950530035335689, 'f1-score': 0.7865168539325843, 'support': 1981}, 'accuracy': 0.6724137931034483, 'macro avg': {'precision': 0.5426646454154245, 'recall': 0.540610762498104, 'f1-score': 0.5414065751144403, 'support': 2610}, 'weighted avg': {'precision': 0.66465410833212, 'recall': 0.6724137931034483, 'f1-score': 0.6683755777819234, 'support': 2610}};{'0': {'precision': 0.3284457478005865, 'recall': 0.17862838915470494, 'f1-score': 0.23140495867768593, 'support': 627}, '1': {'precision': 0.7725265017667845, 'recall': 0.8842264914054601, 'f1-score': 0.8246110325318247, 'support': 1978}, 'accuracy': 0.7143953934740883, 'macro avg': {'precision': 0.5504861247836855, 'recall': 0.5314274402800825, 'f1-score': 0.5280079956047553, 'support': 2605}, 'weighted avg': {'precision': 0.6656402703898916, 'recall': 0.7143953934740883, 'f1-score': 0.6818316819343025, 'support': 2605}};{'0': {'precision': 0.3297644539614561, 'recall': 0.24719101123595505, 'f1-score': 0.2825688073394495, 'support': 623}, '1': {'precision': 0.7802249297094658, 'recall': 0.8417593528816987, 'f1-score': 0.8098249027237353, 'support': 1978}, 'accuracy': 0.6993464052287581, 'macro avg': {'precision': 0.5549946918354609, 'recall': 0.5444751820588268, 'f1-score': 0.5461968550315924, 'support': 2601}, 'weighted avg': {'precision': 0.6723291679289928, 'recall': 0.6993464052287581, 'f1-score': 0.6835348037524128, 'support': 2601}};{'0': {'precision': 0.3046092184368738, 'recall': 0.24242424242424243, 'f1-score': 0.2699822380106572, 'support': 627}, '1': {'precision': 0.7741321921065145, 'recall': 0.8243037974683545, 'f1-score': 0.7984306032368809, 'support': 1975}, 'accuracy': 0.6840891621829363, 'macro avg': {'precision': 0.5393707052716942, 'recall': 0.5333640199462985, 'f1-score': 0.534206420623769, 'support': 2602}, 'weighted avg': {'precision': 0.660991952102339, 'recall': 0.6840891621829363, 'f1-score': 0.6710912008553119, 'support': 2602}}
[32]_0.001_0.3_50_['sigmoid'];{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 628}, '1': {'precision': 0.7579028527370856, 'recall': 1.0, 'f1-score': 0.862280701754386, 'support': 1966}, 'accuracy': 0.7579028527370856, 'macro avg': {'precision': 0.3789514263685428, 'recall': 0.5, 'f1-score': 0.431140350877193, 'support': 2594}, 'weighted avg': {'precision': 0.5744167341870124, 'recall': 0.7579028527370856, 'f1-score': 0.6535250037197853, 'support': 2594}};{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 629}, '1': {'precision': 0.7590038314176245, 'recall': 1.0, 'f1-score': 0.8629928120235243, 'support': 1981}, 'accuracy': 0.7590038314176245, 'macro avg': {'precision': 0.37950191570881225, 'recall': 0.5, 'f1-score': 0.43149640601176215, 'support': 2610}, 'weighted avg': {'precision': 0.5760868161066338, 'recall': 0.7590038314176245, 'f1-score': 0.6550148508117247, 'support': 2610}};{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 627}, '1': {'precision': 0.7593090211132437, 'recall': 1.0, 'f1-score': 0.863190050185468, 'support': 1978}, 'accuracy': 0.7593090211132437, 'macro avg': {'precision': 0.37965451055662186, 'recall': 0.5, 'f1-score': 0.431595025092734, 'support': 2605}, 'weighted avg': {'precision': 0.5765501895439524, 'recall': 0.7593090211132437, 'f1-score': 0.6554279920410194, 'support': 2605}};{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 623}, '1': {'precision': 0.760476739715494, 'recall': 1.0, 'f1-score': 0.8639440925966368, 'support': 1978}, 'accuracy': 0.760476739715494, 'macro avg': {'precision': 0.380238369857747, 'recall': 0.5, 'f1-score': 0.4319720462983184, 'support': 2601}, 'weighted avg': {'precision': 0.5783248716483073, 'recall': 0.760476739715494, 'f1-score': 0.6570093868343513, 'support': 2601}};{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 627}, '1': {'precision': 0.759031514219831, 'recall': 1.0, 'f1-score': 0.8630107057024252, 'support': 1975}, 'accuracy': 0.759031514219831, 'macro avg': {'precision': 0.3795157571099155, 'recall': 0.5, 'f1-score': 0.4315053528512126, 'support': 2602}, 'weighted avg': {'precision': 0.5761288395788494, 'recall': 0.759031514219831, 'f1-score': 0.6550523227372366, 'support': 2602}}
[32]_0.001_0.4_20_['tanh'];{'0': {'precision': 0.25979899497487435, 'recall': 0.8232484076433121, 'f1-score': 0.3949579831932773, 'support': 628}, '1': {'precision': 0.8162251655629139, 'recall': 0.25076297049847407, 'f1-score': 0.3836575875486381, 'support': 1966}, 'accuracy': 0.38936006168080184, 'macro avg': {'precision': 0.5380120802688941, 'recall': 0.5370056890708931, 'f1-score': 0.38930778537095767, 'support': 2594}, 'weighted avg': {'precision': 0.6815159770011218, 'recall': 0.38936006168080184, 'f1-score': 0.3863933810971475, 'support': 2594}};{'0': {'precision': 0.2942097026604069, 'recall': 0.2988871224165342, 'f1-score': 0.2965299684542588, 'support': 629}, '1': {'precision': 0.776255707762557, 'recall': 0.7723372034326098, 'f1-score': 0.7742914979757085, 'support': 1981}, 'accuracy': 0.6582375478927203, 'macro avg': {'precision': 0.535232705211482, 'recall': 0.535612162924572, 'f1-score': 0.5354107332149837, 'support': 2610}, 'weighted avg': {'precision': 0.6600844674524986, 'recall': 0.6582375478927203, 'f1-score': 0.6591527998649837, 'support': 2610}};{'0': {'precision': 0.33916083916083917, 'recall': 0.1547049441786284, 'f1-score': 0.21248630887185105, 'support': 627}, '1': {'precision': 0.7714532125916344, 'recall': 0.9044489383215369, 'f1-score': 0.8326739585757507, 'support': 1978}, 'accuracy': 0.7239923224568138, 'macro avg': {'precision': 0.5553070258762367, 'recall': 0.5295769412500827, 'f1-score': 0.5225801337238009, 'support': 2605}, 'weighted avg': {'precision': 0.6674043380652971, 'recall': 0.7239923224568138, 'f1-score': 0.6834003860750424, 'support': 2605}};{'0': {'precision': 0.24855491329479767, 'recall': 0.8972712680577849, 'f1-score': 0.38927576601671304, 'support': 623}, '1': {'precision': 0.8181818181818182, 'recall': 0.14560161779575329, 'f1-score': 0.24721030042918454, 'support': 1978}, 'accuracy': 0.32564398308342946, 'macro avg': {'precision': 0.5333683657383079, 'recall': 0.521436442926769, 'f1-score': 0.3182430332229488, 'support': 2601}, 'weighted avg': {'precision': 0.6817429247775069, 'recall': 0.32564398308342946, 'f1-score': 0.2812382839205457, 'support': 2601}};{'0': {'precision': 0.30963302752293576, 'recall': 0.215311004784689, 'f1-score': 0.2539981185324553, 'support': 627}, '1': {'precision': 0.7728531855955678, 'recall': 0.8475949367088608, 'f1-score': 0.8085003622313451, 'support': 1975}, 'accuracy': 0.6952344350499615, 'macro avg': {'precision': 0.5412431065592518, 'recall': 0.5314529707467749, 'f1-score': 0.5312492403819002, 'support': 2602}, 'weighted avg': {'precision': 0.6612317255219551, 'recall': 0.6952344350499615, 'f1-score': 0.6748827962055174, 'support': 2602}}
[32]_0.001_0.4_20_['sigmoid'];{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 628}, '1': {'precision': 0.7579028527370856, 'recall': 1.0, 'f1-score': 0.862280701754386, 'support': 1966}, 'accuracy': 0.7579028527370856, 'macro avg': {'precision': 0.3789514263685428, 'recall': 0.5, 'f1-score': 0.431140350877193, 'support': 2594}, 'weighted avg': {'precision': 0.5744167341870124, 'recall': 0.7579028527370856, 'f1-score': 0.6535250037197853, 'support': 2594}};{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 629}, '1': {'precision': 0.7590038314176245, 'recall': 1.0, 'f1-score': 0.8629928120235243, 'support': 1981}, 'accuracy': 0.7590038314176245, 'macro avg': {'precision': 0.37950191570881225, 'recall': 0.5, 'f1-score': 0.43149640601176215, 'support': 2610}, 'weighted avg': {'precision': 0.5760868161066338, 'recall': 0.7590038314176245, 'f1-score': 0.6550148508117247, 'support': 2610}};{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 627}, '1': {'precision': 0.7593090211132437, 'recall': 1.0, 'f1-score': 0.863190050185468, 'support': 1978}, 'accuracy': 0.7593090211132437, 'macro avg': {'precision': 0.37965451055662186, 'recall': 0.5, 'f1-score': 0.431595025092734, 'support': 2605}, 'weighted avg': {'precision': 0.5765501895439524, 'recall': 0.7593090211132437, 'f1-score': 0.6554279920410194, 'support': 2605}};{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 623}, '1': {'precision': 0.760476739715494, 'recall': 1.0, 'f1-score': 0.8639440925966368, 'support': 1978}, 'accuracy': 0.760476739715494, 'macro avg': {'precision': 0.380238369857747, 'recall': 0.5, 'f1-score': 0.4319720462983184, 'support': 2601}, 'weighted avg': {'precision': 0.5783248716483073, 'recall': 0.760476739715494, 'f1-score': 0.6570093868343513, 'support': 2601}};{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 627}, '1': {'precision': 0.759031514219831, 'recall': 1.0, 'f1-score': 0.8630107057024252, 'support': 1975}, 'accuracy': 0.759031514219831, 'macro avg': {'precision': 0.3795157571099155, 'recall': 0.5, 'f1-score': 0.4315053528512126, 'support': 2602}, 'weighted avg': {'precision': 0.5761288395788494, 'recall': 0.759031514219831, 'f1-score': 0.6550523227372366, 'support': 2602}}
[32]_0.001_0.4_50_['tanh'];{'0': {'precision': 0.3076923076923077, 'recall': 0.3503184713375796, 'f1-score': 0.3276247207743857, 'support': 628}, '1': {'precision': 0.7828632251197446, 'recall': 0.7482197355035606, 'f1-score': 0.765149544863459, 'support': 1966}, 'accuracy': 0.6518889745566693, 'macro avg': {'precision': 0.5452777664060262, 'recall': 0.5492691034205701, 'f1-score': 0.5463871328189224, 'support': 2594}, 'weighted avg': {'precision': 0.6678257015482604, 'recall': 0.6518889745566693, 'f1-score': 0.6592260330947859, 'support': 2594}};{'0': {'precision': 0.3098159509202454, 'recall': 0.16057233704292528, 'f1-score': 0.21151832460732983, 'support': 629}, '1': {'precision': 0.7688266199649737, 'recall': 0.8864209994952045, 'f1-score': 0.8234466588511138, 'support': 1981}, 'accuracy': 0.7114942528735633, 'macro avg': {'precision': 0.5393212854426095, 'recall': 0.5234966682690649, 'f1-score': 0.5174824917292218, 'support': 2610}, 'weighted avg': {'precision': 0.6582068073867613, 'recall': 0.7114942528735633, 'f1-score': 0.6759742748513666, 'support': 2610}};{'0': {'precision': 0.3394308943089431, 'recall': 0.266347687400319, 'f1-score': 0.29848078641644327, 'support': 627}, '1': {'precision': 0.7823000473260767, 'recall': 0.8356926188068756, 'f1-score': 0.8081153752138841, 'support': 1978}, 'accuracy': 0.6986564299424184, 'macro avg': {'precision': 0.5608654708175099, 'recall': 0.5510201531035973, 'f1-score': 0.5532980808151637, 'support': 2605}, 'weighted avg': {'precision': 0.6757054373676342, 'recall': 0.6986564299424184, 'f1-score': 0.6854509271616785, 'support': 2605}};{'0': {'precision': 0.27252419955323903, 'recall': 0.5874799357945425, 'f1-score': 0.3723296032553408, 'support': 623}, '1': {'precision': 0.7957074721780604, 'recall': 0.506066734074823, 'f1-score': 0.6186650185414091, 'support': 1978}, 'accuracy': 0.5255670895809305, 'macro avg': {'precision': 0.5341158358656497, 'recall': 0.5467733349346828, 'f1-score': 0.49549731089837495, 'support': 2601}, 'weighted avg': {'precision': 0.6703929089926456, 'recall': 0.5255670895809305, 'f1-score': 0.5596619567485522, 'support': 2601}};{'0': {'precision': 0.30963302752293576, 'recall': 0.215311004784689, 'f1-score': 0.2539981185324553, 'support': 627}, '1': {'precision': 0.7728531855955678, 'recall': 0.8475949367088608, 'f1-score': 0.8085003622313451, 'support': 1975}, 'accuracy': 0.6952344350499615, 'macro avg': {'precision': 0.5412431065592518, 'recall': 0.5314529707467749, 'f1-score': 0.5312492403819002, 'support': 2602}, 'weighted avg': {'precision': 0.6612317255219551, 'recall': 0.6952344350499615, 'f1-score': 0.6748827962055174, 'support': 2602}}
[32]_0.001_0.4_50_['sigmoid'];{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 628}, '1': {'precision': 0.7579028527370856, 'recall': 1.0, 'f1-score': 0.862280701754386, 'support': 1966}, 'accuracy': 0.7579028527370856, 'macro avg': {'precision': 0.3789514263685428, 'recall': 0.5, 'f1-score': 0.431140350877193, 'support': 2594}, 'weighted avg': {'precision': 0.5744167341870124, 'recall': 0.7579028527370856, 'f1-score': 0.6535250037197853, 'support': 2594}};{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 629}, '1': {'precision': 0.7590038314176245, 'recall': 1.0, 'f1-score': 0.8629928120235243, 'support': 1981}, 'accuracy': 0.7590038314176245, 'macro avg': {'precision': 0.37950191570881225, 'recall': 0.5, 'f1-score': 0.43149640601176215, 'support': 2610}, 'weighted avg': {'precision': 0.5760868161066338, 'recall': 0.7590038314176245, 'f1-score': 0.6550148508117247, 'support': 2610}};{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 627}, '1': {'precision': 0.7593090211132437, 'recall': 1.0, 'f1-score': 0.863190050185468, 'support': 1978}, 'accuracy': 0.7593090211132437, 'macro avg': {'precision': 0.37965451055662186, 'recall': 0.5, 'f1-score': 0.431595025092734, 'support': 2605}, 'weighted avg': {'precision': 0.5765501895439524, 'recall': 0.7593090211132437, 'f1-score': 0.6554279920410194, 'support': 2605}};{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 623}, '1': {'precision': 0.760476739715494, 'recall': 1.0, 'f1-score': 0.8639440925966368, 'support': 1978}, 'accuracy': 0.760476739715494, 'macro avg': {'precision': 0.380238369857747, 'recall': 0.5, 'f1-score': 0.4319720462983184, 'support': 2601}, 'weighted avg': {'precision': 0.5783248716483073, 'recall': 0.760476739715494, 'f1-score': 0.6570093868343513, 'support': 2601}};{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 627}, '1': {'precision': 0.759031514219831, 'recall': 1.0, 'f1-score': 0.8630107057024252, 'support': 1975}, 'accuracy': 0.759031514219831, 'macro avg': {'precision': 0.3795157571099155, 'recall': 0.5, 'f1-score': 0.4315053528512126, 'support': 2602}, 'weighted avg': {'precision': 0.5761288395788494, 'recall': 0.759031514219831, 'f1-score': 0.6550523227372366, 'support': 2602}}
[32]_0.0001_0.3_20_['tanh'];{'0': {'precision': 0.2937219730941704, 'recall': 0.4171974522292994, 'f1-score': 0.3447368421052632, 'support': 628}, '1': {'precision': 0.7849588719153937, 'recall': 0.6795523906408952, 'f1-score': 0.7284623773173392, 'support': 1966}, 'accuracy': 0.6160370084811102, 'macro avg': {'precision': 0.5393404225047821, 'recall': 0.5483749214350973, 'f1-score': 0.5365996097113012, 'support': 2594}, 'weighted avg': {'precision': 0.6660318200804947, 'recall': 0.6160370084811102, 'f1-score': 0.6355635199105606, 'support': 2594}};{'0': {'precision': 0.29012345679012347, 'recall': 0.1494435612082671, 'f1-score': 0.19727177334732424, 'support': 629}, '1': {'precision': 0.7659667541557306, 'recall': 0.883897021706209, 'f1-score': 0.8207171314741036, 'support': 1981}, 'accuracy': 0.7068965517241379, 'macro avg': {'precision': 0.528045105472927, 'recall': 0.5166702914572381, 'f1-score': 0.508994452410714, 'support': 2610}, 'weighted avg': {'precision': 0.6512903426450153, 'recall': 0.7068965517241379, 'f1-score': 0.6704691888450828, 'support': 2610}};{'0': {'precision': 0.34036144578313254, 'recall': 0.18022328548644337, 'f1-score': 0.23566214807090716, 'support': 627}, '1': {'precision': 0.7738671359436867, 'recall': 0.8892821031344793, 'f1-score': 0.8275699835332864, 'support': 1978}, 'accuracy': 0.7186180422264875, 'macro avg': {'precision': 0.5571142908634097, 'recall': 0.5347526943104614, 'f1-score': 0.5316160658020967, 'support': 2605}, 'weighted avg': {'precision': 0.6695262270259641, 'recall': 0.7186180422264875, 'f1-score': 0.6851031072051053, 'support': 2605}};{'0': {'precision': 0.32094594594594594, 'recall': 0.15248796147672553, 'f1-score': 0.20674646354733406, 'support': 623}, '1': {'precision': 0.7709327548806941, 'recall': 0.8983822042467139, 'f1-score': 0.8297922017277609, 'support': 1978}, 'accuracy': 0.7197231833910035, 'macro avg': {'precision': 0.5459393504133201, 'recall': 0.5254350828617197, 'f1-score': 0.5182693326375475, 'support': 2601}, 'weighted avg': {'precision': 0.6631504473196222, 'recall': 0.7197231833910035, 'f1-score': 0.6805582552124184, 'support': 2601}};{'0': {'precision': 0.3032069970845481, 'recall': 0.16586921850079744, 'f1-score': 0.21443298969072166, 'support': 627}, '1': {'precision': 0.768481629039398, 'recall': 0.8789873417721519, 'f1-score': 0.8200283419933869, 'support': 1975}, 'accuracy': 0.7071483474250576, 'macro avg': {'precision': 0.535844313061973, 'recall': 0.5224282801364747, 'f1-score': 0.5172306658420542, 'support': 2602}, 'weighted avg': {'precision': 0.6563651055053124, 'recall': 0.7071483474250576, 'f1-score': 0.6740989469535057, 'support': 2602}}
[32]_0.0001_0.3_20_['sigmoid'];{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 628}, '1': {'precision': 0.7579028527370856, 'recall': 1.0, 'f1-score': 0.862280701754386, 'support': 1966}, 'accuracy': 0.7579028527370856, 'macro avg': {'precision': 0.3789514263685428, 'recall': 0.5, 'f1-score': 0.431140350877193, 'support': 2594}, 'weighted avg': {'precision': 0.5744167341870124, 'recall': 0.7579028527370856, 'f1-score': 0.6535250037197853, 'support': 2594}};{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 629}, '1': {'precision': 0.7590038314176245, 'recall': 1.0, 'f1-score': 0.8629928120235243, 'support': 1981}, 'accuracy': 0.7590038314176245, 'macro avg': {'precision': 0.37950191570881225, 'recall': 0.5, 'f1-score': 0.43149640601176215, 'support': 2610}, 'weighted avg': {'precision': 0.5760868161066338, 'recall': 0.7590038314176245, 'f1-score': 0.6550148508117247, 'support': 2610}};{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 627}, '1': {'precision': 0.7593090211132437, 'recall': 1.0, 'f1-score': 0.863190050185468, 'support': 1978}, 'accuracy': 0.7593090211132437, 'macro avg': {'precision': 0.37965451055662186, 'recall': 0.5, 'f1-score': 0.431595025092734, 'support': 2605}, 'weighted avg': {'precision': 0.5765501895439524, 'recall': 0.7593090211132437, 'f1-score': 0.6554279920410194, 'support': 2605}};{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 623}, '1': {'precision': 0.760476739715494, 'recall': 1.0, 'f1-score': 0.8639440925966368, 'support': 1978}, 'accuracy': 0.760476739715494, 'macro avg': {'precision': 0.380238369857747, 'recall': 0.5, 'f1-score': 0.4319720462983184, 'support': 2601}, 'weighted avg': {'precision': 0.5783248716483073, 'recall': 0.760476739715494, 'f1-score': 0.6570093868343513, 'support': 2601}};{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 627}, '1': {'precision': 0.759031514219831, 'recall': 1.0, 'f1-score': 0.8630107057024252, 'support': 1975}, 'accuracy': 0.759031514219831, 'macro avg': {'precision': 0.3795157571099155, 'recall': 0.5, 'f1-score': 0.4315053528512126, 'support': 2602}, 'weighted avg': {'precision': 0.5761288395788494, 'recall': 0.759031514219831, 'f1-score': 0.6550523227372366, 'support': 2602}}
