Parameters;fold1;fold2;fold3;fold4;fold5
[32]_0.001_0.3_20_['tanh']_OCSVM_RBF_0.001_auto;{'-1': {'precision': 0.8387096774193549, 'recall': 0.01791867677463818, 'f1-score': 0.03508771929824561, 'support': 1451}, '1': {'precision': 0.5796460176991151, 'recall': 0.9974619289340102, 'f1-score': 0.7332089552238806, 'support': 1970}, 'accuracy': 0.5819935691318328, 'macro avg': {'precision': 0.709177847559235, 'recall': 0.5076903028543241, 'f1-score': 0.3841483372610631, 'support': 3421}, 'weighted avg': {'precision': 0.6895265702434201, 'recall': 0.5819935691318328, 'f1-score': 0.43710433279532274, 'support': 3421}};{'-1': {'precision': 0.5416666666666666, 'recall': 0.008971704623878536, 'f1-score': 0.017651052274270197, 'support': 1449}, '1': {'precision': 0.5755246822347029, 'recall': 0.9943820224719101, 'f1-score': 0.72907695188167, 'support': 1958}, 'accuracy': 0.5752861755209862, 'macro avg': {'precision': 0.5585956744506848, 'recall': 0.5016768635478943, 'f1-score': 0.3733640020779701, 'support': 3407}, 'weighted avg': {'precision': 0.5611248393940558, 'recall': 0.5752861755209862, 'f1-score': 0.4265069112209355, 'support': 3407}};{'-1': {'precision': 0.6, 'recall': 0.006172839506172839, 'f1-score': 0.012219959266802444, 'support': 1458}, '1': {'precision': 0.575197889182058, 'recall': 0.9969512195121951, 'f1-score': 0.7295036252091467, 'support': 1968}, 'accuracy': 0.5753064798598949, 'macro avg': {'precision': 0.587598944591029, 'recall': 0.5015620295091839, 'f1-score': 0.37086179223797455, 'support': 3426}, 'weighted avg': {'precision': 0.5857529030678021, 'recall': 0.5753064798598949, 'f1-score': 0.4242498059026849, 'support': 3426}};{'-1': {'precision': 0.6818181818181818, 'recall': 0.010344827586206896, 'f1-score': 0.020380434782608696, 'support': 1450}, '1': {'precision': 0.5788083357792779, 'recall': 0.9964628600303184, 'f1-score': 0.7322688451541031, 'support': 1979}, 'accuracy': 0.57946923301254, 'macro avg': {'precision': 0.6303132587987299, 'recall': 0.5034038438082626, 'f1-score': 0.37632463996835586, 'support': 3429}, 'weighted avg': {'precision': 0.622367471607919, 'recall': 0.57946923301254, 'f1-score': 0.4312370005817301, 'support': 3429}};{'-1': {'precision': 0.8421052631578947, 'recall': 0.010854816824966078, 'f1-score': 0.021433355659745478, 'support': 1474}, '1': {'precision': 0.5756693830034925, 'recall': 0.9984856133266027, 'f1-score': 0.7302935203987447, 'support': 1981}, 'accuracy': 0.5771345875542692, 'macro avg': {'precision': 0.7088873230806936, 'recall': 0.5046702150757844, 'f1-score': 0.3758634380292451, 'support': 3455}, 'weighted avg': {'precision': 0.6893384097321724, 'recall': 0.5771345875542692, 'f1-score': 0.4278738726924394, 'support': 3455}}
[32]_0.001_0.3_20_['tanh']_OCSVM_RBF_0.005_auto;{'-1': {'precision': 0.7164179104477612, 'recall': 0.03308063404548587, 'f1-score': 0.06324110671936758, 'support': 1451}, '1': {'precision': 0.5816935002981515, 'recall': 0.9903553299492386, 'f1-score': 0.7329075882794891, 'support': 1970}, 'accuracy': 0.5843320666471792, 'macro avg': {'precision': 0.6490557053729563, 'recall': 0.5117179819973622, 'f1-score': 0.3980743474994283, 'support': 3421}, 'weighted avg': {'precision': 0.6388361834688862, 'recall': 0.5843320666471792, 'f1-score': 0.4488719072669967, 'support': 3421}};{'-1': {'precision': 0.6285714285714286, 'recall': 0.01518288474810214, 'f1-score': 0.029649595687331536, 'support': 1449}, '1': {'precision': 0.5768090154211151, 'recall': 0.9933605720122574, 'f1-score': 0.7298311444652907, 'support': 1958}, 'accuracy': 0.5773407690049898, 'macro avg': {'precision': 0.6026902219962718, 'recall': 0.5042717283801798, 'f1-score': 0.3797403700763111, 'support': 3407}, 'weighted avg': {'precision': 0.5988236137935261, 'recall': 0.5773407690049898, 'f1-score': 0.43204333578338205, 'support': 3407}};{'-1': {'precision': 0.5964912280701754, 'recall': 0.023319615912208505, 'f1-score': 0.044884488448844885, 'support': 1458}, '1': {'precision': 0.5773226476699317, 'recall': 0.9883130081300813, 'f1-score': 0.7288738991943039, 'support': 1968}, 'accuracy': 0.5776415645067133, 'macro avg': {'precision': 0.5869069378700535, 'recall': 0.5058163120211449, 'f1-score': 0.3868791938215744, 'support': 3426}, 'weighted avg': {'precision': 0.5854802046528725, 'recall': 0.5776415645067133, 'f1-score': 0.4377890886669019, 'support': 3426}};{'-1': {'precision': 0.5892857142857143, 'recall': 0.022758620689655173, 'f1-score': 0.04382470119521912, 'support': 1450}, '1': {'precision': 0.5798991995256448, 'recall': 0.988377968671046, 'f1-score': 0.7309417040358743, 'support': 1979}, 'accuracy': 0.5800524934383202, 'macro avg': {'precision': 0.5845924569056795, 'recall': 0.5055682946803506, 'f1-score': 0.3873832026155467, 'support': 3429}, 'weighted avg': {'precision': 0.5838684169074182, 'recall': 0.5800524934383202, 'f1-score': 0.44038479119861856, 'support': 3429}};{'-1': {'precision': 0.6666666666666666, 'recall': 0.016282225237449117, 'f1-score': 0.031788079470198675, 'support': 1474}, '1': {'precision': 0.5758993857853173, 'recall': 0.993942453306411, 'f1-score': 0.7292592592592592, 'support': 1981}, 'accuracy': 0.5768451519536903, 'macro avg': {'precision': 0.621283026225992, 'recall': 0.50511233927193, 'f1-score': 0.3805236693647289, 'support': 3455}, 'weighted avg': {'precision': 0.6146232561236991, 'recall': 0.5768451519536903, 'f1-score': 0.4316984722812345, 'support': 3455}}
[32]_0.001_0.3_20_['tanh']_OCSVM_RBF_0.01_auto;{'-1': {'precision': 0.6173913043478261, 'recall': 0.04893177119228118, 'f1-score': 0.09067688378033205, 'support': 1451}, '1': {'precision': 0.5825771324863884, 'recall': 0.9776649746192894, 'f1-score': 0.730098559514784, 'support': 1970}, 'accuracy': 0.5837474422683426, 'macro avg': {'precision': 0.5999842184171073, 'recall': 0.5132983729057853, 'f1-score': 0.410387721647558, 'support': 3421}, 'weighted avg': {'precision': 0.5973433889526106, 'recall': 0.5837474422683426, 'f1-score': 0.45889106127137863, 'support': 3421}};{'-1': {'precision': 0.6805555555555556, 'recall': 0.033816425120772944, 'f1-score': 0.06443129520052596, 'support': 1449}, '1': {'precision': 0.5802098950524738, 'recall': 0.9882533197139939, 'f1-score': 0.7311543548082373, 'support': 1958}, 'accuracy': 0.5823304960375697, 'macro avg': {'precision': 0.6303827253040146, 'recall': 0.5110348724173834, 'f1-score': 0.3977928250043816, 'support': 3407}, 'weighted avg': {'precision': 0.6228869898775298, 'recall': 0.5823304960375697, 'f1-score': 0.4475964700499239, 'support': 3407}};{'-1': {'precision': 0.5625, 'recall': 0.037037037037037035, 'f1-score': 0.0694980694980695, 'support': 1458}, '1': {'precision': 0.5783783783783784, 'recall': 0.9786585365853658, 'f1-score': 0.7270668176670442, 'support': 1968}, 'accuracy': 0.5779334500875657, 'macro avg': {'precision': 0.5704391891891891, 'recall': 0.5078477868112015, 'f1-score': 0.3982824435825568, 'support': 3426}, 'weighted avg': {'precision': 0.5716210299616604, 'recall': 0.5779334500875657, 'f1-score': 0.44722582676501116, 'support': 3426}};{'-1': {'precision': 0.6363636363636364, 'recall': 0.04827586206896552, 'f1-score': 0.08974358974358974, 'support': 1450}, '1': {'precision': 0.5842121120819525, 'recall': 0.9797877716018191, 'f1-score': 0.731974329935825, 'support': 1979}, 'accuracy': 0.5858850976961213, 'macro avg': {'precision': 0.6102878742227944, 'recall': 0.5140318168353923, 'f1-score': 0.4108589598397074, 'support': 3429}, 'weighted avg': {'precision': 0.6062651042687246, 'recall': 0.5858850976961213, 'f1-score': 0.4603981930799658, 'support': 3429}};{'-1': {'precision': 0.6231884057971014, 'recall': 0.029172320217096336, 'f1-score': 0.05573558003888529, 'support': 1474}, '1': {'precision': 0.5773774365032487, 'recall': 0.9868753154972236, 'f1-score': 0.72852617849823, 'support': 1981}, 'accuracy': 0.5782923299565846, 'macro avg': {'precision': 0.600282921150175, 'recall': 0.50802381785716, 'f1-score': 0.3921308792685576, 'support': 3455}, 'weighted avg': {'precision': 0.5969216821585711, 'recall': 0.5782923299565846, 'f1-score': 0.44149482042903343, 'support': 3455}}
[32]_0.001_0.3_20_['tanh']_OCSVM_RBF_0.05_auto;{'-1': {'precision': 0.5675675675675675, 'recall': 0.10130944176430048, 'f1-score': 0.17192982456140352, 'support': 1451}, '1': {'precision': 0.5876027830487034, 'recall': 0.9431472081218274, 'f1-score': 0.7240841777084959, 'support': 1970}, 'accuracy': 0.586085939783689, 'macro avg': {'precision': 0.5775851753081355, 'recall': 0.5222283249430639, 'f1-score': 0.4480070011349497, 'support': 3421}, 'weighted avg': {'precision': 0.5791049468420013, 'recall': 0.586085939783689, 'f1-score': 0.48989067685598753, 'support': 3421}};{'-1': {'precision': 0.5681818181818182, 'recall': 0.12077294685990338, 'f1-score': 0.199203187250996, 'support': 1449}, '1': {'precision': 0.5888996450467893, 'recall': 0.932073544433095, 'f1-score': 0.7217718014633181, 'support': 1958}, 'accuracy': 0.587026709715292, 'macro avg': {'precision': 0.5785407316143037, 'recall': 0.5264232456464992, 'f1-score': 0.4604874943571571, 'support': 3407}, 'weighted avg': {'precision': 0.5800883356463363, 'recall': 0.587026709715292, 'f1-score': 0.4995229250343029, 'support': 3407}};{'-1': {'precision': 0.5051903114186851, 'recall': 0.10013717421124829, 'f1-score': 0.1671436748712078, 'support': 1458}, '1': {'precision': 0.5817660184890022, 'recall': 0.9273373983739838, 'f1-score': 0.7149853085210578, 'support': 1968}, 'accuracy': 0.5753064798598949, 'macro avg': {'precision': 0.5434781649538436, 'recall': 0.5137372862926161, 'f1-score': 0.4410644916961328, 'support': 3426}, 'weighted avg': {'precision': 0.5491777578618795, 'recall': 0.5753064798598949, 'f1-score': 0.4818407954266383, 'support': 3426}};{'-1': {'precision': 0.55, 'recall': 0.11379310344827587, 'f1-score': 0.18857142857142856, 'support': 1450}, '1': {'precision': 0.5893256631511665, 'recall': 0.9317837291561395, 'f1-score': 0.7220046985121379, 'support': 1979}, 'accuracy': 0.5858850976961213, 'macro avg': {'precision': 0.5696628315755833, 'recall': 0.5227884163022076, 'f1-score': 0.4552880635417832, 'support': 3429}, 'weighted avg': {'precision': 0.5726962634517815, 'recall': 0.5858850976961213, 'f1-score': 0.4964350743027391, 'support': 3429}};{'-1': {'precision': 0.5090252707581228, 'recall': 0.09565807327001356, 'f1-score': 0.1610508280982296, 'support': 1474}, '1': {'precision': 0.5805538074260541, 'recall': 0.9313478041393236, 'f1-score': 0.715254894359372, 'support': 1981}, 'accuracy': 0.5748191027496382, 'macro avg': {'precision': 0.5447895390920885, 'recall': 0.5135029387046686, 'f1-score': 0.43815286122880076, 'support': 3455}, 'weighted avg': {'precision': 0.5500377255017326, 'recall': 0.5748191027496382, 'f1-score': 0.4788158802728527, 'support': 3455}}
[32]_0.001_0.3_20_['tanh']_OCSVM_RBF_0.1_auto;{'-1': {'precision': 0.5416666666666666, 'recall': 0.17918676774638181, 'f1-score': 0.2692905230450544, 'support': 1451}, '1': {'precision': 0.5950357021421285, 'recall': 0.8883248730964467, 'f1-score': 0.7126858073712075, 'support': 1970}, 'accuracy': 0.5875475007307804, 'macro avg': {'precision': 0.5683511844043976, 'recall': 0.5337558204214142, 'f1-score': 0.49098816520813093, 'support': 3421}, 'weighted avg': {'precision': 0.5723994932924076, 'recall': 0.5875475007307804, 'f1-score': 0.5246219203331343, 'support': 3421}};{'-1': {'precision': 0.528046421663443, 'recall': 0.18840579710144928, 'f1-score': 0.27772126144455744, 'support': 1449}, '1': {'precision': 0.5930795847750865, 'recall': 0.8753830439223698, 'f1-score': 0.7070957095709571, 'support': 1958}, 'accuracy': 0.5832110361021426, 'macro avg': {'precision': 0.5605630032192648, 'recall': 0.5318944205119095, 'f1-score': 0.4924084855077573, 'support': 3407}, 'weighted avg': {'precision': 0.5654209251482091, 'recall': 0.5832110361021426, 'f1-score': 0.5244823913041086, 'support': 3407}};{'-1': {'precision': 0.5028462998102466, 'recall': 0.18175582990397804, 'f1-score': 0.2670025188916877, 'support': 1458}, '1': {'precision': 0.5884787857882028, 'recall': 0.866869918699187, 'f1-score': 0.7010478734333265, 'support': 1968}, 'accuracy': 0.5753064798598949, 'macro avg': {'precision': 0.5456625427992248, 'recall': 0.5243128743015825, 'f1-score': 0.4840251961625071, 'support': 3426}, 'weighted avg': {'precision': 0.5520362392161479, 'recall': 0.5753064798598949, 'f1-score': 0.516331549171298, 'support': 3426}};{'-1': {'precision': 0.514760147601476, 'recall': 0.19241379310344828, 'f1-score': 0.28012048192771083, 'support': 1450}, '1': {'precision': 0.5943886387253204, 'recall': 0.8671045982819606, 'f1-score': 0.7053020961775586, 'support': 1979}, 'accuracy': 0.5818022747156606, 'macro avg': {'precision': 0.5545743931633982, 'recall': 0.5297591956927045, 'f1-score': 0.4927112890526347, 'support': 3429}, 'weighted avg': {'precision': 0.5607166316884075, 'recall': 0.5818022747156606, 'f1-score': 0.5255081793906589, 'support': 3429}};{'-1': {'precision': 0.5018796992481203, 'recall': 0.18113975576662145, 'f1-score': 0.2662013958125623, 'support': 1474}, '1': {'precision': 0.5870680807389668, 'recall': 0.8662291771832408, 'f1-score': 0.6998368678629688, 'support': 1981}, 'accuracy': 0.5739507959479015, 'macro avg': {'precision': 0.5444738899935435, 'recall': 0.5236844664749312, 'f1-score': 0.48301913183776557, 'support': 3455}, 'weighted avg': {'precision': 0.5507243255095868, 'recall': 0.5739507959479015, 'f1-score': 0.5148358010605667, 'support': 3455}}
[32]_0.001_0.3_20_['tanh']_OCSVM_RBF_0.2_auto;{'-1': {'precision': 0.5298672566371682, 'recall': 0.3301171605789111, 'f1-score': 0.4067940552016985, 'support': 1451}, '1': {'precision': 0.6138259833134684, 'recall': 0.7842639593908629, 'f1-score': 0.6886561176732784, 'support': 1970}, 'accuracy': 0.5916398713826366, 'macro avg': {'precision': 0.5718466199753183, 'recall': 0.557190559984887, 'f1-score': 0.5477250864374884, 'support': 3421}, 'weighted avg': {'precision': 0.5782153102917462, 'recall': 0.5916398713826366, 'f1-score': 0.5691057368938973, 'support': 3421}};{'-1': {'precision': 0.5185185185185185, 'recall': 0.34782608695652173, 'f1-score': 0.4163568773234201, 'support': 1449}, '1': {'precision': 0.6119096509240246, 'recall': 0.7609805924412666, 'f1-score': 0.6783519235146824, 'support': 1958}, 'accuracy': 0.5852656295861461, 'macro avg': {'precision': 0.5652140847212715, 'recall': 0.5544033396988941, 'f1-score': 0.5473544004190513, 'support': 3407}, 'weighted avg': {'precision': 0.5721903228184835, 'recall': 0.5852656295861461, 'f1-score': 0.5669252073623082, 'support': 3407}};{'-1': {'precision': 0.4935897435897436, 'recall': 0.3168724279835391, 'f1-score': 0.3859649122807018, 'support': 1458}, '1': {'precision': 0.6, 'recall': 0.7591463414634146, 'f1-score': 0.6702557200538357, 'support': 1968}, 'accuracy': 0.5709281961471103, 'macro avg': {'precision': 0.5467948717948719, 'recall': 0.5380093847234768, 'f1-score': 0.5281103161672688, 'support': 3426}, 'weighted avg': {'precision': 0.5547150747676142, 'recall': 0.5709281961471103, 'f1-score': 0.5492703149945161, 'support': 3426}};{'-1': {'precision': 0.4973488865323436, 'recall': 0.323448275862069, 'f1-score': 0.39197659841203514, 'support': 1450}, '1': {'precision': 0.6053901850362028, 'recall': 0.7604850934815564, 'f1-score': 0.6741321388577828, 'support': 1979}, 'accuracy': 0.5756780402449694, 'macro avg': {'precision': 0.5513695357842732, 'recall': 0.5419666846718126, 'f1-score': 0.533054368634909, 'support': 3429}, 'weighted avg': {'precision': 0.559703430054985, 'recall': 0.5756780402449694, 'f1-score': 0.5548187723817448, 'support': 3429}};{'-1': {'precision': 0.4824945295404814, 'recall': 0.29918588873812757, 'f1-score': 0.3693467336683417, 'support': 1474}, '1': {'precision': 0.5934671389216843, 'recall': 0.7612317011610298, 'f1-score': 0.6669615214506855, 'support': 1981}, 'accuracy': 0.56410998552822, 'macro avg': {'precision': 0.5379808342310829, 'recall': 0.5302087949495786, 'f1-score': 0.5181541275595136, 'support': 3455}, 'weighted avg': {'precision': 0.5461231081755503, 'recall': 0.56410998552822, 'f1-score': 0.539990697372198, 'support': 3455}}
[32]_0.001_0.3_20_['tanh']_OCSVM_RBF_0.3_auto;{'-1': {'precision': 0.5022222222222222, 'recall': 0.4672639558924879, 'f1-score': 0.4841128168511246, 'support': 1451}, '1': {'precision': 0.6267503621438918, 'recall': 0.6588832487309645, 'f1-score': 0.6424152437515467, 'support': 1970}, 'accuracy': 0.5776088862905583, 'macro avg': {'precision': 0.564486292183057, 'recall': 0.5630736023117262, 'f1-score': 0.5632640303013356, 'support': 3421}, 'weighted avg': {'precision': 0.5739323758748645, 'recall': 0.5776088862905583, 'f1-score': 0.575272062976185, 'support': 3421}};{'-1': {'precision': 0.492087415222306, 'recall': 0.45065562456866803, 'f1-score': 0.4704610951008646, 'support': 1449}, '1': {'precision': 0.6173076923076923, 'recall': 0.6557711950970377, 'f1-score': 0.6359583952451708, 'support': 1958}, 'accuracy': 0.5685353683592603, 'macro avg': {'precision': 0.5546975537649992, 'recall': 0.5532134098328529, 'f1-score': 0.5532097451730177, 'support': 3407}, 'weighted avg': {'precision': 0.5640514018771889, 'recall': 0.5685353683592603, 'f1-score': 0.5655722526243608, 'support': 3407}};{'-1': {'precision': 0.4869029275808937, 'recall': 0.4334705075445816, 'f1-score': 0.45863570391872277, 'support': 1458}, '1': {'precision': 0.6118421052631579, 'recall': 0.6615853658536586, 'f1-score': 0.6357421874999999, 'support': 1968}, 'accuracy': 0.5645067133683596, 'macro avg': {'precision': 0.5493725164220258, 'recall': 0.5475279366991201, 'f1-score': 0.5471889457093613, 'support': 3426}, 'weighted avg': {'precision': 0.55867184225652, 'recall': 0.5645067133683596, 'f1-score': 0.5603711270617331, 'support': 3426}};{'-1': {'precision': 0.4886535552193646, 'recall': 0.44551724137931037, 'f1-score': 0.4660894660894661, 'support': 1450}, '1': {'precision': 0.6184148077835786, 'recall': 0.6584133400707428, 'f1-score': 0.6377875673029859, 'support': 1979}, 'accuracy': 0.568387284922718, 'macro avg': {'precision': 0.5535341815014716, 'recall': 0.5519652907250265, 'f1-score': 0.5519385166962261, 'support': 3429}, 'weighted avg': {'precision': 0.5635434703038147, 'recall': 0.568387284922718, 'f1-score': 0.5651826542788962, 'support': 3429}};{'-1': {'precision': 0.4805900621118012, 'recall': 0.41994572591587515, 'f1-score': 0.4482259232440261, 'support': 1474}, '1': {'precision': 0.6054453161052146, 'recall': 0.6622917718324078, 'f1-score': 0.6325940212150434, 'support': 1981}, 'accuracy': 0.5589001447178003, 'macro avg': {'precision': 0.5430176891085079, 'recall': 0.5411187488741415, 'f1-score': 0.5404099722295348, 'support': 3455}, 'weighted avg': {'precision': 0.5521785594087483, 'recall': 0.5589001447178003, 'f1-score': 0.5539374144395645, 'support': 3455}}
[32]_0.001_0.3_20_['tanh']_OCSVM_RBF_0.4_auto;{'-1': {'precision': 0.4851963746223565, 'recall': 0.5534114403859407, 'f1-score': 0.5170637475853187, 'support': 1451}, '1': {'precision': 0.6330690826727067, 'recall': 0.5675126903553299, 'f1-score': 0.5985010706638115, 'support': 1970}, 'accuracy': 0.5615317158725519, 'macro avg': {'precision': 0.5591327286475316, 'recall': 0.5604620653706354, 'f1-score': 0.5577824091245651, 'support': 3421}, 'weighted avg': {'precision': 0.5703496148618157, 'recall': 0.5615317158725519, 'f1-score': 0.5639598383379147, 'support': 3421}};{'-1': {'precision': 0.47572815533980584, 'recall': 0.5410628019323671, 'f1-score': 0.5062964158863417, 'support': 1449}, '1': {'precision': 0.6219442865264355, 'recall': 0.5587334014300307, 'f1-score': 0.5886467581382836, 'support': 1958}, 'accuracy': 0.5512180804226592, 'macro avg': {'precision': 0.5488362209331207, 'recall': 0.5498981016811989, 'f1-score': 0.5474715870123126, 'support': 3407}, 'weighted avg': {'precision': 0.559758441475239, 'recall': 0.5512180804226592, 'f1-score': 0.5536230874828496, 'support': 3407}};{'-1': {'precision': 0.4768375540457072, 'recall': 0.5294924554183813, 'f1-score': 0.5017874553136171, 'support': 1458}, '1': {'precision': 0.6203652462645268, 'recall': 0.5696138211382114, 'f1-score': 0.593907284768212, 'support': 1968}, 'accuracy': 0.5525394045534151, 'macro avg': {'precision': 0.548601400155117, 'recall': 0.5495531382782963, 'f1-score': 0.5478473700409145, 'support': 3426}, 'weighted avg': {'precision': 0.5592842844270958, 'recall': 0.5525394045534151, 'f1-score': 0.5547039247726488, 'support': 3426}};{'-1': {'precision': 0.4860097323600973, 'recall': 0.5510344827586207, 'f1-score': 0.5164835164835165, 'support': 1450}, '1': {'precision': 0.6352941176470588, 'recall': 0.5730166750884285, 'f1-score': 0.6025504782146652, 'support': 1979}, 'accuracy': 0.5637212015164771, 'macro avg': {'precision': 0.5606519250035781, 'recall': 0.5620255789235246, 'f1-score': 0.5595169973490909, 'support': 3429}, 'weighted avg': {'precision': 0.5721671539065822, 'recall': 0.5637212015164771, 'f1-score': 0.5661558749746053, 'support': 3429}};{'-1': {'precision': 0.4643719806763285, 'recall': 0.5217096336499322, 'f1-score': 0.4913738019169329, 'support': 1474}, '1': {'precision': 0.6081156197887715, 'recall': 0.552246340232206, 'f1-score': 0.5788359788359789, 'support': 1981}, 'accuracy': 0.539218523878437, 'macro avg': {'precision': 0.53624380023255, 'recall': 0.5369779869410691, 'f1-score': 0.5351048903764559, 'support': 3455}, 'weighted avg': {'precision': 0.5467905477043312, 'recall': 0.539218523878437, 'f1-score': 0.5415221586395466, 'support': 3455}}
[32]_0.001_0.3_20_['tanh']_OCSVM_RBF_0.5_auto;{'-1': {'precision': 0.47628657921291623, 'recall': 0.6505858028945555, 'f1-score': 0.5499563064375181, 'support': 1451}, '1': {'precision': 0.6476719944405838, 'recall': 0.4730964467005076, 'f1-score': 0.5467879143443826, 'support': 1970}, 'accuracy': 0.5483776673487284, 'macro avg': {'precision': 0.56197928682675, 'recall': 0.5618411247975316, 'f1-score': 0.5483721103909504, 'support': 3421}, 'weighted avg': {'precision': 0.5749797297532568, 'recall': 0.5483776673487284, 'f1-score': 0.5481317719670484, 'support': 3421}};{'-1': {'precision': 0.4629535002554931, 'recall': 0.6252587991718427, 'f1-score': 0.532002348796242, 'support': 1449}, '1': {'precision': 0.6255172413793103, 'recall': 0.46322778345250254, 'f1-score': 0.5322769953051643, 'support': 1958}, 'accuracy': 0.5321397123569123, 'macro avg': {'precision': 0.5442353708174017, 'recall': 0.5442432913121726, 'f1-score': 0.5321396720507031, 'support': 3407}, 'weighted avg': {'precision': 0.5563787439069267, 'recall': 0.5321397123569123, 'f1-score': 0.5321601879111436, 'support': 3407}};{'-1': {'precision': 0.46511627906976744, 'recall': 0.6035665294924554, 'f1-score': 0.5253731343283581, 'support': 1458}, '1': {'precision': 0.6232073011734028, 'recall': 0.48577235772357724, 'f1-score': 0.5459737292975443, 'support': 1968}, 'accuracy': 0.5359019264448336, 'macro avg': {'precision': 0.5441617901215852, 'recall': 0.5446694436080163, 'f1-score': 0.5356734318129512, 'support': 3426}, 'weighted avg': {'precision': 0.55592863502422, 'recall': 0.5359019264448336, 'f1-score': 0.5372067510532146, 'support': 3426}};{'-1': {'precision': 0.4761178861788618, 'recall': 0.6462068965517241, 'f1-score': 0.5482738443534231, 'support': 1450}, '1': {'precision': 0.648870636550308, 'recall': 0.4790298130368873, 'f1-score': 0.5511627906976744, 'support': 1979}, 'accuracy': 0.5497229512977544, 'macro avg': {'precision': 0.5624942613645849, 'recall': 0.5626183547943058, 'f1-score': 0.5497183175255487, 'support': 3429}, 'weighted avg': {'precision': 0.5758197505664652, 'recall': 0.5497229512977544, 'f1-score': 0.5499411598434415, 'support': 3429}};{'-1': {'precision': 0.45548961424332346, 'recall': 0.6248303934871099, 'f1-score': 0.5268878718535469, 'support': 1474}, '1': {'precision': 0.6140963014654571, 'recall': 0.4442200908632004, 'f1-score': 0.5155243116578793, 'support': 1981}, 'accuracy': 0.5212735166425471, 'macro avg': {'precision': 0.5347929578543903, 'recall': 0.5345252421751552, 'f1-score': 0.5212060917557131, 'support': 3455}, 'weighted avg': {'precision': 0.5464302357735831, 'recall': 0.5212735166425471, 'f1-score': 0.5203723254721815, 'support': 3455}}
[32]_0.001_0.3_20_['tanh']_OCSVM_RBF_0.6_auto;{'-1': {'precision': 0.4644097222222222, 'recall': 0.7374224672639559, 'f1-score': 0.5699067909454062, 'support': 1451}, '1': {'precision': 0.6589077887197852, 'recall': 0.37360406091370557, 'f1-score': 0.47683835438937483, 'support': 1970}, 'accuracy': 0.5279158140894475, 'macro avg': {'precision': 0.5616587554710037, 'recall': 0.5555132640888307, 'f1-score': 0.5233725726673906, 'support': 3421}, 'weighted avg': {'precision': 0.5764124088636133, 'recall': 0.5279158140894475, 'f1-score': 0.5163128651882061, 'support': 3421}};{'-1': {'precision': 0.44882587505538324, 'recall': 0.6991028295376122, 'f1-score': 0.5466810577441986, 'support': 1449}, '1': {'precision': 0.6208695652173913, 'recall': 0.36465781409601633, 'f1-score': 0.4594594594594595, 'support': 1958}, 'accuracy': 0.5068975638391546, 'macro avg': {'precision': 0.5348477201363873, 'recall': 0.5318803218168142, 'f1-score': 0.5030702586018291, 'support': 3407}, 'weighted avg': {'precision': 0.5476992373498394, 'recall': 0.5068975638391546, 'f1-score': 0.4965548794520005, 'support': 3407}};{'-1': {'precision': 0.44887892376681615, 'recall': 0.686556927297668, 'f1-score': 0.5428416485900217, 'support': 1458}, '1': {'precision': 0.6178929765886287, 'recall': 0.3755081300813008, 'f1-score': 0.4671302149178255, 'support': 1968}, 'accuracy': 0.5078809106830122, 'macro avg': {'precision': 0.5333859501777225, 'recall': 0.5310325286894844, 'f1-score': 0.5049859317539236, 'support': 3426}, 'weighted avg': {'precision': 0.5459658052476472, 'recall': 0.5078809106830122, 'f1-score': 0.49935066742630835, 'support': 3426}};{'-1': {'precision': 0.4574283231972198, 'recall': 0.7262068965517241, 'f1-score': 0.5613006396588486, 'support': 1450}, '1': {'precision': 0.64773735581189, 'recall': 0.3688731682668014, 'f1-score': 0.47005795235028974, 'support': 1979}, 'accuracy': 0.5199766695829688, 'macro avg': {'precision': 0.5525828395045549, 'recall': 0.5475400324092627, 'f1-score': 0.5156792960045692, 'support': 3429}, 'weighted avg': {'precision': 0.5672625534522306, 'recall': 0.5199766695829688, 'f1-score': 0.5086411826207506, 'support': 3429}};{'-1': {'precision': 0.4403239556692242, 'recall': 0.7008141112618724, 'f1-score': 0.5408376963350785, 'support': 1474}, '1': {'precision': 0.6023444544634806, 'recall': 0.337203432609793, 'f1-score': 0.43236245954692554, 'support': 1981}, 'accuracy': 0.4923299565846599, 'macro avg': {'precision': 0.5213342050663524, 'recall': 0.5190087719358327, 'f1-score': 0.486600077941002, 'support': 3455}, 'weighted avg': {'precision': 0.5332219609113145, 'recall': 0.4923299565846599, 'f1-score': 0.4786410410304965, 'support': 3455}}
