Parameters;fold1;fold2;fold3;fold4;fold5
OCSVM_RBF_0.001_auto;{'-1': {'precision': 0.5714285714285714, 'recall': 0.022053756030323914, 'f1-score': 0.042468480424684804, 'support': 1451}, '1': {'precision': 0.5783060921248143, 'recall': 0.9878172588832488, 'f1-score': 0.7295220243673851, 'support': 1970}, 'accuracy': 0.578193510669395, 'macro avg': {'precision': 0.5748673317766928, 'recall': 0.5049355074567864, 'f1-score': 0.38599525239603494, 'support': 3421}, 'weighted avg': {'precision': 0.5753890261995736, 'recall': 0.578193510669395, 'f1-score': 0.4381117080093442, 'support': 3421}};{'-1': {'precision': 0.56, 'recall': 0.01932367149758454, 'f1-score': 0.037358238825883926, 'support': 1449}, '1': {'precision': 0.5767053917187965, 'recall': 0.9887640449438202, 'f1-score': 0.7285042333019756, 'support': 1958}, 'accuracy': 0.5764602289404168, 'macro avg': {'precision': 0.5683526958593983, 'recall': 0.5040438582207024, 'f1-score': 0.38293123606392976, 'support': 3407}, 'weighted avg': {'precision': 0.5696005744013513, 'recall': 0.5764602289404168, 'f1-score': 0.4345592535556132, 'support': 3407}};{'-1': {'precision': 0.4166666666666667, 'recall': 0.006858710562414266, 'f1-score': 0.013495276653171389, 'support': 1458}, '1': {'precision': 0.5743680188124632, 'recall': 0.9928861788617886, 'f1-score': 0.7277467411545624, 'support': 1968}, 'accuracy': 0.5732632807939287, 'macro avg': {'precision': 0.49551734273956494, 'recall': 0.49987244471210146, 'f1-score': 0.3706210089038669, 'support': 3426}, 'weighted avg': {'precision': 0.5072551841864937, 'recall': 0.5732632807939287, 'f1-score': 0.42378333331946955, 'support': 3426}};{'-1': {'precision': 0.5192307692307693, 'recall': 0.018620689655172412, 'f1-score': 0.03595206391478029, 'support': 1450}, '1': {'precision': 0.5786200769914125, 'recall': 0.9873673572511369, 'f1-score': 0.7296489917849142, 'support': 1979}, 'accuracy': 0.5777194517351998, 'macro avg': {'precision': 0.5489254231110909, 'recall': 0.5029940234531547, 'f1-score': 0.38280052784984725, 'support': 3429}, 'weighted avg': {'precision': 0.5535064881162498, 'recall': 0.5777194517351998, 'f1-score': 0.43630966678879457, 'support': 3429}};{'-1': {'precision': 0.4782608695652174, 'recall': 0.007462686567164179, 'f1-score': 0.014696058784235137, 'support': 1474}, '1': {'precision': 0.5737179487179487, 'recall': 0.993942453306411, 'f1-score': 0.7275078514686865, 'support': 1981}, 'accuracy': 0.573082489146165, 'macro avg': {'precision': 0.5259894091415831, 'recall': 0.5007025699367875, 'f1-score': 0.3711019551264608, 'support': 3455}, 'weighted avg': {'precision': 0.5329932787697212, 'recall': 0.573082489146165, 'f1-score': 0.42340232833789593, 'support': 3455}}
OCSVM_RBF_0.005_auto;{'-1': {'precision': 0.6136363636363636, 'recall': 0.018607856650585803, 'f1-score': 0.03612040133779264, 'support': 1451}, '1': {'precision': 0.578323956174119, 'recall': 0.9913705583756345, 'f1-score': 0.7305030858425285, 'support': 1970}, 'accuracy': 0.5787781350482315, 'macro avg': {'precision': 0.5959801599052413, 'recall': 0.5049892075131102, 'f1-score': 0.38331174359016057, 'support': 3421}, 'weighted avg': {'precision': 0.5933015367726916, 'recall': 0.5787781350482315, 'f1-score': 0.43598415125721085, 'support': 3421}};{'-1': {'precision': 0.48936170212765956, 'recall': 0.015873015873015872, 'f1-score': 0.030748663101604276, 'support': 1449}, '1': {'precision': 0.575595238095238, 'recall': 0.9877425944841676, 'f1-score': 0.7273411056788267, 'support': 1958}, 'accuracy': 0.5744056354564133, 'macro avg': {'precision': 0.5324784701114488, 'recall': 0.5018078051785917, 'f1-score': 0.3790448843902155, 'support': 3407}, 'weighted avg': {'precision': 0.5389200418472131, 'recall': 0.5744056354564133, 'f1-score': 0.4310797469190981, 'support': 3407}};{'-1': {'precision': 0.45, 'recall': 0.006172839506172839, 'f1-score': 0.012178619756427606, 'support': 1458}, '1': {'precision': 0.5745742806811509, 'recall': 0.994410569105691, 'f1-score': 0.728321548195013, 'support': 1968}, 'accuracy': 0.5738470519556333, 'macro avg': {'precision': 0.5122871403405754, 'recall': 0.500291704305932, 'f1-score': 0.37025008397572035, 'support': 3426}, 'weighted avg': {'precision': 0.5215593065909238, 'recall': 0.5738470519556333, 'f1-score': 0.4235531916090652, 'support': 3426}};{'-1': {'precision': 0.45454545454545453, 'recall': 0.006896551724137931, 'f1-score': 0.01358695652173913, 'support': 1450}, '1': {'precision': 0.5773407690049898, 'recall': 0.9939363314805457, 'f1-score': 0.7304121797252136, 'support': 1979}, 'accuracy': 0.5765529308836396, 'macro avg': {'precision': 0.5159431117752221, 'recall': 0.5004164416023418, 'f1-score': 0.37199956812347634, 'support': 3429}, 'weighted avg': {'precision': 0.5254150746432733, 'recall': 0.5765529308836396, 'f1-score': 0.42729273567591697, 'support': 3429}};{'-1': {'precision': 0.4, 'recall': 0.0067842605156037995, 'f1-score': 0.0133422281521014, 'support': 1474}, '1': {'precision': 0.5731778425655977, 'recall': 0.9924280666330136, 'f1-score': 0.7266678987248198, 'support': 1981}, 'accuracy': 0.5719247467438495, 'macro avg': {'precision': 0.48658892128279885, 'recall': 0.4996061635743087, 'f1-score': 0.3700050634384606, 'support': 3455}, 'weighted avg': {'precision': 0.4992953129153253, 'recall': 0.5719247467438495, 'f1-score': 0.4223431408596427, 'support': 3455}}
OCSVM_RBF_0.01_auto;{'-1': {'precision': 0.46153846153846156, 'recall': 0.012405237767057202, 'f1-score': 0.024161073825503355, 'support': 1451}, '1': {'precision': 0.5762862211709048, 'recall': 0.9893401015228427, 'f1-score': 0.7283258594917787, 'support': 1970}, 'accuracy': 0.5749780765857936, 'macro avg': {'precision': 0.5189123413546832, 'recall': 0.5008726696449499, 'f1-score': 0.37624346665864106, 'support': 3421}, 'weighted avg': {'precision': 0.5276165341709997, 'recall': 0.5749780765857936, 'f1-score': 0.42965789573797414, 'support': 3421}};{'-1': {'precision': 0.4489795918367347, 'recall': 0.01518288474810214, 'f1-score': 0.029372496662216287, 'support': 1449}, '1': {'precision': 0.5750446694460989, 'recall': 0.9862104187946884, 'f1-score': 0.7264860797592174, 'support': 1958}, 'accuracy': 0.5732315820369827, 'macro avg': {'precision': 0.5120121306414168, 'recall': 0.5006966517713952, 'f1-score': 0.37792928821071686, 'support': 3407}, 'weighted avg': {'precision': 0.5214290846336631, 'recall': 0.5732315820369827, 'f1-score': 0.43000307949283806, 'support': 3407}};{'-1': {'precision': 0.37142857142857144, 'recall': 0.008916323731138546, 'f1-score': 0.0174146014735432, 'support': 1458}, '1': {'precision': 0.5738720141551165, 'recall': 0.9888211382113821, 'f1-score': 0.7262548983019221, 'support': 1968}, 'accuracy': 0.5718038528896673, 'macro avg': {'precision': 0.47265029279184395, 'recall': 0.49886873097126033, 'f1-score': 0.3718347498877327, 'support': 3426}, 'weighted avg': {'precision': 0.4877183248686884, 'recall': 0.5718038528896673, 'f1-score': 0.4245943166394071, 'support': 3426}};{'-1': {'precision': 0.3611111111111111, 'recall': 0.00896551724137931, 'f1-score': 0.01749663526244953, 'support': 1450}, '1': {'precision': 0.5764809902740937, 'recall': 0.988377968671046, 'f1-score': 0.7282204020848846, 'support': 1979}, 'accuracy': 0.5742198891805191, 'macro avg': {'precision': 0.46879605069260244, 'recall': 0.49867174295621264, 'f1-score': 0.37285851867366704, 'support': 3429}, 'weighted avg': {'precision': 0.48540886289400487, 'recall': 0.5742198891805191, 'f1-score': 0.4276810431194338, 'support': 3429}};{'-1': {'precision': 0.39473684210526316, 'recall': 0.0101763907734057, 'f1-score': 0.01984126984126984, 'support': 1474}, '1': {'precision': 0.5730172666081358, 'recall': 0.9883897021706209, 'f1-score': 0.725453871804372, 'support': 1981}, 'accuracy': 0.5710564399421129, 'macro avg': {'precision': 0.4838770543566995, 'recall': 0.4992830464720133, 'f1-score': 0.37264757082282096, 'support': 3455}, 'weighted avg': {'precision': 0.4969578322471418, 'recall': 0.5710564399421129, 'f1-score': 0.4244197255544118, 'support': 3455}}
OCSVM_RBF_0.05_auto;{'-1': {'precision': 0.39869281045751637, 'recall': 0.04203997243280496, 'f1-score': 0.07605985037406483, 'support': 1451}, '1': {'precision': 0.5746634026927785, 'recall': 0.9532994923857868, 'f1-score': 0.7170675830469645, 'support': 1970}, 'accuracy': 0.5667933352820813, 'macro avg': {'precision': 0.48667810657514743, 'recall': 0.4976697324092959, 'f1-score': 0.39656371671051466, 'support': 3421}, 'weighted avg': {'precision': 0.500026358163879, 'recall': 0.5667933352820813, 'f1-score': 0.44518736670426434, 'support': 3421}};{'-1': {'precision': 0.3987341772151899, 'recall': 0.043478260869565216, 'f1-score': 0.07840696950840076, 'support': 1449}, '1': {'precision': 0.5734072022160664, 'recall': 0.9514811031664965, 'f1-score': 0.7155751872479353, 'support': 1958}, 'accuracy': 0.5653067214558263, 'macro avg': {'precision': 0.48607068971562817, 'recall': 0.49747968201803083, 'f1-score': 0.39699107837816805, 'support': 3407}, 'weighted avg': {'precision': 0.49911861600348345, 'recall': 0.5653067214558263, 'f1-score': 0.4445870018929058, 'support': 3407}};{'-1': {'precision': 0.389937106918239, 'recall': 0.04252400548696845, 'f1-score': 0.0766852195423624, 'support': 1458}, '1': {'precision': 0.5726966636057546, 'recall': 0.9507113821138211, 'f1-score': 0.7148042024832857, 'support': 1968}, 'accuracy': 0.5642148277875073, 'macro avg': {'precision': 0.4813168852619968, 'recall': 0.4966176938003948, 'f1-score': 0.39574471101282405, 'support': 3426}, 'weighted avg': {'precision': 0.4949198294988084, 'recall': 0.5642148277875073, 'f1-score': 0.4432404321599156, 'support': 3426}};{'-1': {'precision': 0.3382352941176471, 'recall': 0.031724137931034485, 'f1-score': 0.05800756620428752, 'support': 1450}, '1': {'precision': 0.5736410567871242, 'recall': 0.954522486104093, 'f1-score': 0.7166160849772382, 'support': 1979}, 'accuracy': 0.5643044619422573, 'macro avg': {'precision': 0.45593817545238563, 'recall': 0.4931233120175637, 'f1-score': 0.3873118255907628, 'support': 3429}, 'weighted avg': {'precision': 0.4740964793969983, 'recall': 0.5643044619422573, 'f1-score': 0.4381143782928467, 'support': 3429}};{'-1': {'precision': 0.4067796610169492, 'recall': 0.048846675712347354, 'f1-score': 0.0872198667474258, 'support': 1474}, '1': {'precision': 0.5723001830384381, 'recall': 0.9469964664310954, 'f1-score': 0.7134436204601635, 'support': 1981}, 'accuracy': 0.5638205499276411, 'macro avg': {'precision': 0.48953992202769364, 'recall': 0.49792157107172136, 'f1-score': 0.40033174360379464, 'support': 3455}, 'weighted avg': {'precision': 0.5016844813134961, 'recall': 0.5638205499276411, 'f1-score': 0.4462789857358291, 'support': 3455}}
OCSVM_RBF_0.1_auto;{'-1': {'precision': 0.39751552795031053, 'recall': 0.08821502412129566, 'f1-score': 0.1443880428652002, 'support': 1451}, '1': {'precision': 0.5730880929332043, 'recall': 0.9015228426395939, 'f1-score': 0.7007299270072993, 'support': 1970}, 'accuracy': 0.5565624086524408, 'macro avg': {'precision': 0.4853018104417574, 'recall': 0.4948689333804448, 'f1-score': 0.42255898493624977, 'support': 3421}, 'weighted avg': {'precision': 0.49861986966802485, 'recall': 0.5565624086524408, 'f1-score': 0.4647603058759968, 'support': 3421}};{'-1': {'precision': 0.4050632911392405, 'recall': 0.0883367839889579, 'f1-score': 0.14504249291784704, 'support': 1449}, '1': {'precision': 0.5726302167583306, 'recall': 0.9039836567926456, 'f1-score': 0.7011289364230541, 'support': 1958}, 'accuracy': 0.5570883475198122, 'macro avg': {'precision': 0.4888467539487855, 'recall': 0.49616022039080176, 'f1-score': 0.42308571467045053, 'support': 3407}, 'weighted avg': {'precision': 0.5013638606614531, 'recall': 0.5570883475198122, 'f1-score': 0.46462489866577644, 'support': 3407}};{'-1': {'precision': 0.39935064935064934, 'recall': 0.08436213991769548, 'f1-score': 0.1392978482446206, 'support': 1458}, '1': {'precision': 0.5718409236690186, 'recall': 0.9059959349593496, 'f1-score': 0.7011403853716083, 'support': 1968}, 'accuracy': 0.5563339171044951, 'macro avg': {'precision': 0.485595786509834, 'recall': 0.49517903743852254, 'f1-score': 0.4202191168081144, 'support': 3426}, 'weighted avg': {'precision': 0.4984343796070857, 'recall': 0.5563339171044951, 'f1-score': 0.46203751930880965, 'support': 3426}};{'-1': {'precision': 0.3713235294117647, 'recall': 0.0696551724137931, 'f1-score': 0.1173054587688734, 'support': 1450}, '1': {'precision': 0.572695597085841, 'recall': 0.9135927235977767, 'f1-score': 0.7040498442367602, 'support': 1979}, 'accuracy': 0.5567220764071158, 'macro avg': {'precision': 0.47200956324880283, 'recall': 0.4916239480057849, 'f1-score': 0.4106776515028168, 'support': 3429}, 'weighted avg': {'precision': 0.4875426375852838, 'recall': 0.5567220764071158, 'f1-score': 0.4559368786699956, 'support': 3429}};{'-1': {'precision': 0.39705882352941174, 'recall': 0.09158751696065129, 'f1-score': 0.1488423373759647, 'support': 1474}, '1': {'precision': 0.5701444622792937, 'recall': 0.8965169106511862, 'f1-score': 0.6970172684458398, 'support': 1981}, 'accuracy': 0.5531114327062229, 'macro avg': {'precision': 0.4836016429043527, 'recall': 0.49405221380591874, 'f1-score': 0.4229298029109022, 'support': 3455}, 'weighted avg': {'precision': 0.49630126936545116, 'recall': 0.5531114327062229, 'f1-score': 0.46315045270141264, 'support': 3455}}
OCSVM_RBF_0.2_auto;{'-1': {'precision': 0.394856278366112, 'recall': 0.17987594762232942, 'f1-score': 0.24715909090909088, 'support': 1451}, '1': {'precision': 0.5688405797101449, 'recall': 0.7969543147208121, 'f1-score': 0.6638477801268499, 'support': 1970}, 'accuracy': 0.535223618824905, 'macro avg': {'precision': 0.4818484290381284, 'recall': 0.48841513117157076, 'f1-score': 0.45550343551797035, 'support': 3421}, 'weighted avg': {'precision': 0.495046010505178, 'recall': 0.535223618824905, 'f1-score': 0.4871113615197268, 'support': 3421}};{'-1': {'precision': 0.40649149922720246, 'recall': 0.18150448585231194, 'f1-score': 0.25095419847328243, 'support': 1449}, '1': {'precision': 0.5702898550724638, 'recall': 0.8038815117466803, 'f1-score': 0.6672318779143706, 'support': 1958}, 'accuracy': 0.5391840328734957, 'macro avg': {'precision': 0.4883906771498331, 'recall': 0.49269299879949613, 'f1-score': 0.4590930381938265, 'support': 3407}, 'weighted avg': {'precision': 0.5006262749081598, 'recall': 0.5391840328734957, 'f1-score': 0.4901886265172069, 'support': 3407}};{'-1': {'precision': 0.374805598755832, 'recall': 0.16529492455418382, 'f1-score': 0.22941456449309855, 'support': 1458}, '1': {'precision': 0.562702120014373, 'recall': 0.7957317073170732, 'f1-score': 0.6592296358661335, 'support': 1968}, 'accuracy': 0.5274372446001168, 'macro avg': {'precision': 0.4687538593851025, 'recall': 0.4805133159356285, 'f1-score': 0.44432210017961604, 'support': 3426}, 'weighted avg': {'precision': 0.48273915212326013, 'recall': 0.5274372446001168, 'f1-score': 0.47631358973014837, 'support': 3426}};{'-1': {'precision': 0.40793650793650793, 'recall': 0.17724137931034484, 'f1-score': 0.24711538461538465, 'support': 1450}, '1': {'precision': 0.5737763486959628, 'recall': 0.8115209701869631, 'f1-score': 0.6722478024277941, 'support': 1979}, 'accuracy': 0.5433070866141733, 'macro avg': {'precision': 0.4908564283162354, 'recall': 0.49438117474865395, 'f1-score': 0.4596815935215894, 'support': 3429}, 'weighted avg': {'precision': 0.5036486819997804, 'recall': 0.5433070866141733, 'f1-score': 0.49247468903380354, 'support': 3429}};{'-1': {'precision': 0.3979289940828402, 'recall': 0.1824966078697422, 'f1-score': 0.2502325581395349, 'support': 1474}, '1': {'precision': 0.5663907880532566, 'recall': 0.7945482079757699, 'f1-score': 0.6613445378151261, 'support': 1981}, 'accuracy': 0.5334298118668597, 'macro avg': {'precision': 0.4821598910680484, 'recall': 0.48852240792275603, 'f1-score': 0.4557885479773305, 'support': 3455}, 'weighted avg': {'precision': 0.4945202571379473, 'recall': 0.5334298118668597, 'f1-score': 0.4859526252125729, 'support': 3455}}
OCSVM_RBF_0.3_auto;{'-1': {'precision': 0.4117647058823529, 'recall': 0.284631288766368, 'f1-score': 0.33659331703341483, 'support': 1451}, '1': {'precision': 0.5707196029776674, 'recall': 0.700507614213198, 'f1-score': 0.6289881494986326, 'support': 1970}, 'accuracy': 0.5241157556270096, 'macro avg': {'precision': 0.4912421544300102, 'recall': 0.492569451489783, 'f1-score': 0.48279073326602373, 'support': 3421}, 'weighted avg': {'precision': 0.5032996802400758, 'recall': 0.5241157556270096, 'f1-score': 0.5049703471288486, 'support': 3421}};{'-1': {'precision': 0.394, 'recall': 0.27191166321601107, 'f1-score': 0.3217639853001225, 'support': 1449}, '1': {'precision': 0.5616950560864147, 'recall': 0.6905005107252298, 'f1-score': 0.6194730813287515, 'support': 1958}, 'accuracy': 0.5124743175814499, 'macro avg': {'precision': 0.47784752804320735, 'recall': 0.4812060869706204, 'f1-score': 0.470618533314437, 'support': 3407}, 'weighted avg': {'precision': 0.49037420599272086, 'recall': 0.5124743175814499, 'f1-score': 0.49285714938114855, 'support': 3407}};{'-1': {'precision': 0.37267080745341613, 'recall': 0.24691358024691357, 'f1-score': 0.297029702970297, 'support': 1458}, '1': {'precision': 0.5536585365853659, 'recall': 0.6920731707317073, 'f1-score': 0.6151761517615176, 'support': 1968}, 'accuracy': 0.5026269702276708, 'macro avg': {'precision': 0.46316467201939104, 'recall': 0.4694933754893104, 'f1-score': 0.4561029273659073, 'support': 3426}, 'weighted avg': {'precision': 0.47663573767281986, 'recall': 0.5026269702276708, 'f1-score': 0.4797828294212959, 'support': 3426}};{'-1': {'precision': 0.39308176100628933, 'recall': 0.25862068965517243, 'f1-score': 0.3119800332778703, 'support': 1450}, '1': {'precision': 0.5656565656565656, 'recall': 0.7074279939363315, 'f1-score': 0.6286484059272563, 'support': 1979}, 'accuracy': 0.5176436278798483, 'macro avg': {'precision': 0.4793691633314275, 'recall': 0.48302434179575193, 'f1-score': 0.4703142196025633, 'support': 3429}, 'weighted avg': {'precision': 0.49268092647811695, 'recall': 0.5176436278798483, 'f1-score': 0.494740811776889, 'support': 3429}};{'-1': {'precision': 0.4079207920792079, 'recall': 0.27951153324287653, 'f1-score': 0.3317230273752013, 'support': 1474}, '1': {'precision': 0.5656441717791411, 'recall': 0.6981322564361434, 'f1-score': 0.6249435155896972, 'support': 1981}, 'accuracy': 0.5195369030390738, 'macro avg': {'precision': 0.4867824819291745, 'recall': 0.48882189483951, 'f1-score': 0.47833327148244925, 'support': 3455}, 'weighted avg': {'precision': 0.4983549498753201, 'recall': 0.5195369030390738, 'f1-score': 0.49984742307792673, 'support': 3455}}
OCSVM_RBF_0.4_auto;{'-1': {'precision': 0.3972602739726027, 'recall': 0.3797381116471399, 'f1-score': 0.3883016208597604, 'support': 1451}, '1': {'precision': 0.5575221238938053, 'recall': 0.5756345177664974, 'f1-score': 0.5664335664335663, 'support': 1970}, 'accuracy': 0.49254603916983336, 'macro avg': {'precision': 0.47739119893320403, 'recall': 0.47768631470681866, 'f1-score': 0.47736759364666337, 'support': 3421}, 'weighted avg': {'precision': 0.4895478636670689, 'recall': 0.49254603916983336, 'f1-score': 0.4908797947213207, 'support': 3421}};{'-1': {'precision': 0.4108187134502924, 'recall': 0.3878536922015183, 'f1-score': 0.39900603478878244, 'support': 1449}, '1': {'precision': 0.5649828347229033, 'recall': 0.5883554647599591, 'f1-score': 0.5764323242431824, 'support': 1958}, 'accuracy': 0.5030818902260052, 'macro avg': {'precision': 0.4879007740865979, 'recall': 0.48810457848073874, 'f1-score': 0.4877191795159824, 'support': 3407}, 'weighted avg': {'precision': 0.49941670272289945, 'recall': 0.5030818902260052, 'f1-score': 0.5009727723149682, 'support': 3407}};{'-1': {'precision': 0.3913713405238829, 'recall': 0.3484224965706447, 'f1-score': 0.3686502177068215, 'support': 1458}, '1': {'precision': 0.5535714285714286, 'recall': 0.5985772357723578, 'f1-score': 0.5751953125, 'support': 1968}, 'accuracy': 0.4921190893169877, 'macro avg': {'precision': 0.47247138454765575, 'recall': 0.47349986617150125, 'f1-score': 0.47192276510341075, 'support': 3426}, 'weighted avg': {'precision': 0.48454407061073934, 'recall': 0.4921190893169877, 'f1-score': 0.4872960865197157, 'support': 3426}};{'-1': {'precision': 0.4201930215293244, 'recall': 0.3903448275862069, 'f1-score': 0.40471934215230604, 'support': 1450}, '1': {'precision': 0.5754082612872238, 'recall': 0.605356240525518, 'f1-score': 0.590002462447673, 'support': 1979}, 'accuracy': 0.5144356955380578, 'macro avg': {'precision': 0.49780064140827407, 'recall': 0.49785053405586244, 'f1-score': 0.4973609022999895, 'support': 3429}, 'weighted avg': {'precision': 0.5097733538363768, 'recall': 0.5144356955380578, 'f1-score': 0.5116529365134991, 'support': 3429}};{'-1': {'precision': 0.4140740740740741, 'recall': 0.37924016282225237, 'f1-score': 0.3958923512747876, 'support': 1474}, '1': {'precision': 0.5653206650831354, 'recall': 0.6007067137809188, 'f1-score': 0.582476749877631, 'support': 1981}, 'accuracy': 0.5062228654124458, 'macro avg': {'precision': 0.48969736957860477, 'recall': 0.4899734383015856, 'f1-score': 0.4891845505762093, 'support': 3455}, 'weighted avg': {'precision': 0.5007946230723231, 'recall': 0.5062228654124458, 'f1-score': 0.5028746070294137, 'support': 3455}}
OCSVM_RBF_0.5_auto;{'-1': {'precision': 0.4018952062430323, 'recall': 0.4968986905582357, 'f1-score': 0.4443759630200308, 'support': 1451}, '1': {'precision': 0.551321450522434, 'recall': 0.45532994923857867, 'f1-score': 0.4987489574645537, 'support': 1970}, 'accuracy': 0.47296112247880734, 'macro avg': {'precision': 0.47660832838273315, 'recall': 0.4761143198984072, 'f1-score': 0.47156246024229226, 'support': 3421}, 'weighted avg': {'precision': 0.48794305810810723, 'recall': 0.47296112247880734, 'f1-score': 0.47568692445110655, 'support': 3421}};{'-1': {'precision': 0.4157434402332362, 'recall': 0.49206349206349204, 'f1-score': 0.4506953223767383, 'support': 1449}, '1': {'precision': 0.5650118203309693, 'recall': 0.4882533197139939, 'f1-score': 0.5238356164383562, 'support': 1958}, 'accuracy': 0.4898737892574112, 'macro avg': {'precision': 0.49037763028210274, 'recall': 0.49015840588874293, 'f1-score': 0.4872654694075472, 'support': 3407}, 'weighted avg': {'precision': 0.5015278512198407, 'recall': 0.4898737892574112, 'f1-score': 0.4927289871177562, 'support': 3407}};{'-1': {'precision': 0.4104567307692308, 'recall': 0.46844993141289437, 'f1-score': 0.4375400384368994, 'support': 1458}, '1': {'precision': 0.5601589103291714, 'recall': 0.5015243902439024, 'f1-score': 0.5292225201072386, 'support': 1968}, 'accuracy': 0.48744892002335083, 'macro avg': {'precision': 0.4853078205492011, 'recall': 0.4849871608283984, 'f1-score': 0.483381279272069, 'support': 3426}, 'weighted avg': {'precision': 0.496450276996307, 'recall': 0.48744892002335083, 'f1-score': 0.49020528184823264, 'support': 3426}};{'-1': {'precision': 0.41730429664508534, 'recall': 0.4889655172413793, 'f1-score': 0.4503016830739917, 'support': 1450}, '1': {'precision': 0.5716763005780346, 'recall': 0.4997473471450227, 'f1-score': 0.533297384739822, 'support': 1979}, 'accuracy': 0.49518810148731407, 'macro avg': {'precision': 0.49449029861156, 'recall': 0.494356432193201, 'f1-score': 0.4917995339069069, 'support': 3429}, 'weighted avg': {'precision': 0.5063979670397504, 'recall': 0.49518810148731407, 'f1-score': 0.4982015062284619, 'support': 3429}};{'-1': {'precision': 0.4311657879320445, 'recall': 0.4993215739484396, 'f1-score': 0.4627475636592267, 'support': 1474}, '1': {'precision': 0.5778032036613272, 'recall': 0.5098435133770823, 'f1-score': 0.541700187717887, 'support': 1981}, 'accuracy': 0.5053545586107091, 'macro avg': {'precision': 0.5044844957966859, 'recall': 0.504582543662761, 'f1-score': 0.5022238756885569, 'support': 3455}, 'weighted avg': {'precision': 0.5152435652286318, 'recall': 0.5053545586107091, 'f1-score': 0.5080167816795468, 'support': 3455}}
OCSVM_RBF_0.6_auto;{'-1': {'precision': 0.40411599625818523, 'recall': 0.5954514128187457, 'f1-score': 0.48147116188353306, 'support': 1451}, '1': {'precision': 0.5424785658612626, 'recall': 0.3532994923857868, 'f1-score': 0.42791269597294807, 'support': 1970}, 'accuracy': 0.456007015492546, 'macro avg': {'precision': 0.4732972810597239, 'recall': 0.4743754526022662, 'f1-score': 0.45469192892824056, 'support': 3421}, 'weighted avg': {'precision': 0.4837927755969933, 'recall': 0.456007015492546, 'f1-score': 0.45062925079208244, 'support': 3421}};{'-1': {'precision': 0.4212806933076553, 'recall': 0.6038647342995169, 'f1-score': 0.49631310266591044, 'support': 1449}, '1': {'precision': 0.5684210526315789, 'recall': 0.3861082737487232, 'f1-score': 0.45985401459854014, 'support': 1958}, 'accuracy': 0.47872028177282067, 'macro avg': {'precision': 0.4948508729696171, 'recall': 0.49498650402412003, 'f1-score': 0.4780835586322253, 'support': 3407}, 'weighted avg': {'precision': 0.5058421325668988, 'recall': 0.47872028177282067, 'f1-score': 0.4753600957871575, 'support': 3407}};{'-1': {'precision': 0.4207703559239395, 'recall': 0.5919067215363512, 'f1-score': 0.49187802792818464, 'support': 1458}, '1': {'precision': 0.5672727272727273, 'recall': 0.39634146341463417, 'f1-score': 0.46664672449895306, 'support': 1968}, 'accuracy': 0.4795680093403386, 'macro avg': {'precision': 0.4940215415983334, 'recall': 0.49412409247549266, 'f1-score': 0.4792623762135688, 'support': 3426}, 'weighted avg': {'precision': 0.5049258336864656, 'recall': 0.4795680093403386, 'f1-score': 0.4773843895310078, 'support': 3426}};{'-1': {'precision': 0.41853798375537504, 'recall': 0.6041379310344828, 'f1-score': 0.4944961896697713, 'support': 1450}, '1': {'precision': 0.5703592814371258, 'recall': 0.38504295098534613, 'f1-score': 0.45972850678733035, 'support': 1979}, 'accuracy': 0.4776902887139108, 'macro avg': {'precision': 0.4944486325962504, 'recall': 0.49459044100991445, 'f1-score': 0.47711234822855086, 'support': 3429}, 'weighted avg': {'precision': 0.5061595492590744, 'recall': 0.4776902887139108, 'f1-score': 0.4744305015903456, 'support': 3429}};{'-1': {'precision': 0.43077665219488664, 'recall': 0.6058344640434192, 'f1-score': 0.5035241048773611, 'support': 1474}, '1': {'precision': 0.5795947901591896, 'recall': 0.4043412417970722, 'f1-score': 0.4763603925066905, 'support': 1981}, 'accuracy': 0.4903039073806078, 'macro avg': {'precision': 0.5051857211770381, 'recall': 0.5050878529202457, 'f1-score': 0.4899422486920258, 'support': 3455}, 'weighted avg': {'precision': 0.5161047943967055, 'recall': 0.4903039073806078, 'f1-score': 0.48794919483212273, 'support': 3455}}
